시도,시군구,주소,주택유형,매입유형,전용면적(m2),임대보증금액,안심전세포털,네이버지도
경기도,경기 안양시 만안구,경기 안양시 만안구 안양동 1034-24 청명조은빌 4층 402호,다세대주택,경매등매입형,52.16,"196,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023049385,https://map.naver.com/p/search/경기 안양시 만안구 안양동 1034-24 청명조은빌 4층 402호
서울특별시,서울 강북구,서울 강북구 수유동 49-70 빌드아르떼 B동 2층 203호,다세대주택,경매등매입형,33.9,"197,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022285281,https://map.naver.com/p/search/서울 강북구 수유동 49-70 빌드아르떼 B동 2층 203호
서울특별시,서울 강서구,서울 강서구 화곡동 1087-29 큐브원 3층 301호,다세대주택,경매등매입형,29.99,"197,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023224236,https://map.naver.com/p/search/서울 강서구 화곡동 1087-29 큐브원 3층 301호
서울특별시,서울 강서구,서울 강서구 화곡동 981-5 넥시티 8층 803호,오피스텔(주거용),경매등매입형,29.94,"197,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024179129,https://map.naver.com/p/search/서울 강서구 화곡동 981-5 넥시티 8층 803호
서울특별시,서울 금천구,서울 금천구 시흥동 823-37 자라하우스 4층 401호,다세대주택,경매등매입형,40.08,"197,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023243587,https://map.naver.com/p/search/서울 금천구 시흥동 823-37 자라하우스 4층 401호
서울특별시,서울 양천구,서울 양천구 신월동 145-6 에이엔타워 4층 401호,오피스텔(주거용),경매등매입형,43.28,"197,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024167088,https://map.naver.com/p/search/서울 양천구 신월동 145-6 에이엔타워 4층 401호
서울특별시,서울 강서구,"서울 강서구 화곡동 371-23, 371-81 이븐하우스 2층 201호",다세대주택,경매등매입형,29.55,"198,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024170744,"https://map.naver.com/p/search/서울 강서구 화곡동 371-23, 371-81 이븐하우스 2층 201호"
서울특별시,서울 양천구,서울 양천구 목동 785-5 형지그레이스 A동 3층 403호,다세대주택,경매등매입형,29.92,"198,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023379864,https://map.naver.com/p/search/서울 양천구 목동 785-5 형지그레이스 A동 3층 403호
서울특별시,서울 은평구,"서울 은평구 신사동 29-160, 29-169 에스엠벨리체 4층 403호",오피스텔(주거용),경매등매입형,40.43,"198,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024205148,"https://map.naver.com/p/search/서울 은평구 신사동 29-160, 29-169 에스엠벨리체 4층 403호"
서울특별시,서울 양천구,"서울 양천구 신월동 148-4, 148-5 신월동리버스타운 102동 6층 603호",다세대주택,경매등매입형,29.94,"198,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022204239,"https://map.naver.com/p/search/서울 양천구 신월동 148-4, 148-5 신월동리버스타운 102동 6층 603호"
경기도,경기 부천시 오정구,경기 부천시 오정구 원종동 296-16 유성스카이빌 2층 202호,다세대주택,경매등매입형,52.95,"198,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023060647,https://map.naver.com/p/search/경기 부천시 오정구 원종동 296-16 유성스카이빌 2층 202호
경기도,경기 부천시 원미구,"경기 부천시 원미구 심곡동 83-1, 83-4, 83-5, 84-6, 40-67, 40-135, 40-136 대준블루인 1동 6층 601호",다세대주택,경매등매입형,61.79,"198,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023141295,"https://map.naver.com/p/search/경기 부천시 원미구 심곡동 83-1, 83-4, 83-5, 84-6, 40-67, 40-135, 40-136 대준블루인 1동 6층 601호"
인천광역시,인천 남동구,"인천 남동구 간석동 102-1, 102-11, 102-13, 102-14 와이지캐슬 12층 1203호",오피스텔(주거용),경매등매입형,83.5624,"199,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022352595,"https://map.naver.com/p/search/인천 남동구 간석동 102-1, 102-11, 102-13, 102-14 와이지캐슬 12층 1203호"
서울특별시,서울 관악구,"서울 관악구 신림동 94-25, 94-224 리더스힐 4층 401호",다세대주택,경매등매입형,29.99,"200,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2021396413,"https://map.naver.com/p/search/서울 관악구 신림동 94-25, 94-224 리더스힐 4층 401호"
서울특별시,서울 구로구,서울 구로구 오류동 358 다원리치타운 101동 4층 401호,다세대주택,경매등매입형,35.74,"200,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024188670,https://map.naver.com/p/search/서울 구로구 오류동 358 다원리치타운 101동 4층 401호
서울특별시,서울 양천구,서울 양천구 신월동 94-10 큐브투 2층 201호,다세대주택,경매등매입형,27.61,"200,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024179127,https://map.naver.com/p/search/서울 양천구 신월동 94-10 큐브투 2층 201호
경기도,경기 부천시 소사구,경기 부천시 소사구 괴안동102 삼융렉스빌 102동 3층 302호,다세대주택,경매등매입형,46.51,"200,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023189921,https://map.naver.com/p/search/경기 부천시 소사구 괴안동102 삼융렉스빌 102동 3층 302호
서울특별시,서울 강서구,서울 강서구 화곡동 1040 해비치빌 5층 504호,다세대주택,경매등매입형,26.23,"201,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022069970,https://map.naver.com/p/search/서울 강서구 화곡동 1040 해비치빌 5층 504호
서울특별시,서울 강서구,서울 강서구 화곡동 1040 해비치빌 6층 601호,다세대주택,경매등매입형,26.23,"201,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022069971,https://map.naver.com/p/search/서울 강서구 화곡동 1040 해비치빌 6층 601호
서울특별시,서울 강서구,"서울 강서구 화곡동 368-12 ,368-72국민쉐르빌 3층 303호",다세대주택,경매등매입형,29.46,"201,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023160744,"https://map.naver.com/p/search/서울 강서구 화곡동 368-12 ,368-72국민쉐르빌 3층 303호"
서울특별시,서울 강서구,"서울 강서구 화곡동 936-5, 936-33 신우더퍼스트 10층 1005호",오피스텔(주거용),경매등매입형,28.08,"201,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024187514,"https://map.naver.com/p/search/서울 강서구 화곡동 936-5, 936-33 신우더퍼스트 10층 1005호"
서울특별시,서울 양천구,서울 양천구 신월동 145-6 에이엔타워 2층 205호,오피스텔(주거용),경매등매입형,44.69,"201,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024179656,https://map.naver.com/p/search/서울 양천구 신월동 145-6 에이엔타워 2층 205호
서울특별시,서울 강동구,"서울 강동구 둔촌동 435-1, 435 한울둔촌베아체 7층 701호",오피스텔(주거용),경매등매입형,27.95,"202,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024075692,"https://map.naver.com/p/search/서울 강동구 둔촌동 435-1, 435 한울둔촌베아체 7층 701호"
서울특별시,서울 강서구,"서울 강서구 염창동 242-5, 242-6 등촌노블레르 101동 5층 501호",오피스텔(주거용),경매등매입형,27.64,"202,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023104161,"https://map.naver.com/p/search/서울 강서구 염창동 242-5, 242-6 등촌노블레르 101동 5층 501호"
서울특별시,서울 강서구,"서울 강서구 화곡동 937-14, 937-31 대성케이제이 7층 703호",오피스텔(주거용),경매등매입형,41.95,"202,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024177159,"https://map.naver.com/p/search/서울 강서구 화곡동 937-14, 937-31 대성케이제이 7층 703호"
서울특별시,서울 강서구,"서울 강서구 화곡동 937-14, 937-31 대성케이제이 7층 702호",오피스텔(주거용),경매등매입형,42.4,"202,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023411364,"https://map.naver.com/p/search/서울 강서구 화곡동 937-14, 937-31 대성케이제이 7층 702호"
서울특별시,서울 관악구,서울 관악구 신림동 95-91 뷰테라스 3층 302호,다세대주택,경매등매입형,29.87,"202,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023355623,https://map.naver.com/p/search/서울 관악구 신림동 95-91 뷰테라스 3층 302호
서울특별시,서울 구로구,"서울 구로구 개봉동 345-20, 345-21, 345-29 신원프린스 A동 5층 503호",다세대주택,경매등매입형,57.23,"202,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023231617,"https://map.naver.com/p/search/서울 구로구 개봉동 345-20, 345-21, 345-29 신원프린스 A동 5층 503호"
서울특별시,서울 양천구,서울 양천구 신월동 1072 아레테시티 105동 4층 401호,다세대주택,경매등매입형,49.8,"202,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023222552,https://map.naver.com/p/search/서울 양천구 신월동 1072 아레테시티 105동 4층 401호
경기도,경기 부천시 원미구,경기 부천시 원미구 도당동121-14 노블리안 2층 201호,다세대주택,협의매입형,62.66,"202,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023272383,https://map.naver.com/p/search/경기 부천시 원미구 도당동121-14 노블리안 2층 201호
경기도,경기 부천시 원미구,경기 부천시 원미구 원미동 162-109 SK프라임 2층 203호,다세대주택,경매등매입형,53.28,"202,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023079896,https://map.naver.com/p/search/경기 부천시 원미구 원미동 162-109 SK프라임 2층 203호
서울특별시,서울 강북구,서울 강북구 수유동 356-20 아코레빌 2층 202호,다세대주택,경매등매입형,49.98,"203,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022245717,https://map.naver.com/p/search/서울 강북구 수유동 356-20 아코레빌 2층 202호
서울특별시,서울 강서구,"서울 강서구 화곡동 938-5, 938-6 웰타운B 2층 202호",오피스텔(주거용),경매등매입형,29.86,"203,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023245719,"https://map.naver.com/p/search/서울 강서구 화곡동 938-5, 938-6 웰타운B 2층 202호"
서울특별시,서울 강서구,"서울 강서구 화곡동 936-5, 936-33 신우더퍼스트 8층 804호",오피스텔(주거용),경매등매입형,28.28,"203,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024187512,"https://map.naver.com/p/search/서울 강서구 화곡동 936-5, 936-33 신우더퍼스트 8층 804호"
서울특별시,서울 강서구,"서울 강서구 화곡동 938-7, 938-8 웰타운에이 6층 603호",오피스텔(주거용),경매등매입형,27.41,"203,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024011921,"https://map.naver.com/p/search/서울 강서구 화곡동 938-7, 938-8 웰타운에이 6층 603호"
서울특별시,서울 구로구,서울 구로구 궁동 170-4 퀸즈팰리스 101동 5층 501호,다세대주택,경매등매입형,45.58,"203,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023035416,https://map.naver.com/p/search/서울 구로구 궁동 170-4 퀸즈팰리스 101동 5층 501호
서울특별시,서울 양천구,서울 양천구 신월동 145-6 에이엔타워 5층 502호,오피스텔(주거용),경매등매입형,44.69,"203,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024144738,https://map.naver.com/p/search/서울 양천구 신월동 145-6 에이엔타워 5층 502호
경기도,경기 부천시 소사구,경기 부천시 소사구 소사본동 68-16도담아트빌 14층 1402호,오피스텔(주거용),경매등매입형,62.48,"203,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023067978,https://map.naver.com/p/search/경기 부천시 소사구 소사본동 68-16도담아트빌 14층 1402호
경기도,경기 부천시 소사구,경기 부천시 소사구 송내동 560-22 성도리치빌6차 6층 603호,다세대주택,경매등매입형,68.59,"203,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023060659,https://map.naver.com/p/search/경기 부천시 소사구 송내동 560-22 성도리치빌6차 6층 603호
경기도,경기 안양시 만안구,경기 안양시 만안구 안양동 847-17 하이캐슬 6층 601호,오피스텔(주거용),경매등매입형,64.8,"203,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024002649,https://map.naver.com/p/search/경기 안양시 만안구 안양동 847-17 하이캐슬 6층 601호
서울특별시,서울 강서구,서울 강서구 등촌동 637-19 라빌라스 103동 2층 201호,오피스텔(주거용),경매등매입형,29.91,"204,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023419704,https://map.naver.com/p/search/서울 강서구 등촌동 637-19 라빌라스 103동 2층 201호
서울특별시,서울 강서구,서울 강서구 화곡동 918-1 아줄리움 11층 1104호,오피스텔(주거용),경매등매입형,19.35,"204,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024191660,https://map.naver.com/p/search/서울 강서구 화곡동 918-1 아줄리움 11층 1104호
서울특별시,서울 강서구,서울 강서구 화곡동 930-1 혜성팰리스 1동 6층 602호,다세대주택,경매등매입형,48.15,"204,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023359798,https://map.naver.com/p/search/서울 강서구 화곡동 930-1 혜성팰리스 1동 6층 602호
서울특별시,서울 강서구,"서울 강서구 화곡동 937-14, 937-31 대성케이제이 6층 602호",오피스텔(주거용),경매등매입형,42.4,"204,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024013387,"https://map.naver.com/p/search/서울 강서구 화곡동 937-14, 937-31 대성케이제이 6층 602호"
서울특별시,서울 관악구,"서울 관악구 봉천동 1513-5, 1513-6 2층 204호",다세대주택,경매등매입형,31.3,"204,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023344762,"https://map.naver.com/p/search/서울 관악구 봉천동 1513-5, 1513-6 2층 204호"
서울특별시,서울 구로구,서울 구로구 궁동 170-4 퀸즈팰리스 102동 2층 202호,다세대주택,경매등매입형,46.32,"204,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023035409,https://map.naver.com/p/search/서울 구로구 궁동 170-4 퀸즈팰리스 102동 2층 202호
서울특별시,서울 강서구,"서울 강서구 화곡동 938-9, 938-10 늘예솔하우스 3층 303호",오피스텔(주거용),경매등매입형,29.51,"205,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024014219,"https://map.naver.com/p/search/서울 강서구 화곡동 938-9, 938-10 늘예솔하우스 3층 303호"
서울특별시,서울 관악구,"서울 관악구 봉천동 649-98, 649-194 라움 2층 202호",다세대주택,경매등매입형,27.72,"205,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024522330,"https://map.naver.com/p/search/서울 관악구 봉천동 649-98, 649-194 라움 2층 202호"
서울특별시,서울 금천구,"서울 금천구 독산동 993-55, 993-56 리치힐 2층 203호",다세대주택,경매등매입형,39.88,"205,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023277616,"https://map.naver.com/p/search/서울 금천구 독산동 993-55, 993-56 리치힐 2층 203호"
서울특별시,서울 은평구,"서울 은평구 응암동 749-15, 749-16 진성위메이드 3층 303호",오피스텔(주거용),경매등매입형,42.64,"205,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023406702,"https://map.naver.com/p/search/서울 은평구 응암동 749-15, 749-16 진성위메이드 3층 303호"
경기도,경기 부천시 소사구,경기 부천시 소사구 괴안동98 삼성펠리스9차 3층 302호,다세대주택,경매등매입형,70.97,"205,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022289286,https://map.naver.com/p/search/경기 부천시 소사구 괴안동98 삼성펠리스9차 3층 302호
경기도,경기 부천시 오정구,경기 부천시 오정구 원종동 362-24 SG하이온 6층 601호,다세대주택,경매등매입형,47.9,"205,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023459226,https://map.naver.com/p/search/경기 부천시 오정구 원종동 362-24 SG하이온 6층 601호
경기도,경기 부천시 원미구,"경기 부천시 원미구 원미동 44-5, 44-11 스테이트로뎀 7층 101-703호",오피스텔(주거용),경매등매입형,66.71,"205,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023240134,"https://map.naver.com/p/search/경기 부천시 원미구 원미동 44-5, 44-11 스테이트로뎀 7층 101-703호"
서울특별시,서울 강서구,서울 강서구 염창동 65진영리버타운 3층 305호,오피스텔(주거용),경매등매입형,32.93,"206,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022359006,https://map.naver.com/p/search/서울 강서구 염창동 65진영리버타운 3층 305호
서울특별시,서울 관악구,서울 관악구 신림동 1567-6 위드비엠 6층 601호,다세대주택,경매등매입형,29.98,"206,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023406699,https://map.naver.com/p/search/서울 관악구 신림동 1567-6 위드비엠 6층 601호
서울특별시,서울 금천구,"서울 금천구 가산동 143-3, 143-5 하이펠리스 3층 304호",오피스텔(주거용),경매등매입형,27.08,"206,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023408105,"https://map.naver.com/p/search/서울 금천구 가산동 143-3, 143-5 하이펠리스 3층 304호"
서울특별시,서울 양천구,서울 양천구 목동 231-51 케이씨하우징 2층 202호,다세대주택,경매등매입형,29.74,"206,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024079001,https://map.naver.com/p/search/서울 양천구 목동 231-51 케이씨하우징 2층 202호
서울특별시,서울 양천구,서울 양천구 신정동 955-26 건향파크빌7차에이 6층 601호,다세대주택,경매등매입형,25.43,"206,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022140516,https://map.naver.com/p/search/서울 양천구 신정동 955-26 건향파크빌7차에이 6층 601호
서울특별시,서울 영등포구,서울 영등포구 대림동 680-6 SKE캐슬 4층 401호,다세대주택,경매등매입형,27.19,"206,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022209758,https://map.naver.com/p/search/서울 영등포구 대림동 680-6 SKE캐슬 4층 401호
경기도,경기 부천시 소사구,경기 부천시 소사구 소사본동219-24 진영리더스빌 2동 4층 401호,다세대주택,경매등매입형,57.86,"206,100,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024168559,https://map.naver.com/p/search/경기 부천시 소사구 소사본동219-24 진영리더스빌 2동 4층 401호
서울특별시,서울 관악구,"서울 관악구 봉천동 649-98, 649-194 라움 2층 201호",다세대주택,경매등매입형,27.84,"207,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022334432,"https://map.naver.com/p/search/서울 관악구 봉천동 649-98, 649-194 라움 2층 201호"
서울특별시,서울 금천구,서울 금천구 독산동 962-32명도힐스티지 401호,오피스텔(주거용),경매등매입형,42.06,"207,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2021352488,https://map.naver.com/p/search/서울 금천구 독산동 962-32명도힐스티지 401호
인천광역시,인천 부평구,인천 부평구 부평동 406-37 아미파크뷰 9층 901호,오피스텔(주거용),경매등매입형,83.71,"207,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023222605,https://map.naver.com/p/search/인천 부평구 부평동 406-37 아미파크뷰 9층 901호
경기도,경기 부천시 오정구,경기 부천시 오정구 고강동 403 푸른마을 2층 203호,다세대주택,경매등매입형,64.45,"207,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022379458,https://map.naver.com/p/search/경기 부천시 오정구 고강동 403 푸른마을 2층 203호
경기도,경기 안양시 만안구,경기 안양시 만안구 안양동 390-20 하이원빌6차 5층 502호,오피스텔(주거용),경매등매입형,71.82,"207,000,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023003681,https://map.naver.com/p/search/경기 안양시 만안구 안양동 390-20 하이원빌6차 5층 502호
경기도,경기 부천시 원미구,"경기 부천시 원미구 원미동 79-1, 79-12 세화드림빌1 2층 202호",다세대주택,경매등매입형,65.83,"207,900,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022025874,"https://map.naver.com/p/search/경기 부천시 원미구 원미동 79-1, 79-12 세화드림빌1 2층 202호"
서울특별시,서울 강북구,"서울 강북구 수유동 58-54, 58-16, 58-55, 58-56, 58-57, 58-58, 58-59, 58-60, 58-61 하늘미소 101동 3층 303호",다세대주택,경매등매입형,46.78,"208,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022285288,"https://map.naver.com/p/search/서울 강북구 수유동 58-54, 58-16, 58-55, 58-56, 58-57, 58-58, 58-59, 58-60, 58-61 하늘미소 101동 3층 303호"
서울특별시,서울 구로구,"서울 구로구 개봉동 334-4, 334-5, 334-20, 334-22 상떼그린힐 101동 3층 301호",다세대주택,경매등매입형,37.68,"208,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022360891,"https://map.naver.com/p/search/서울 구로구 개봉동 334-4, 334-5, 334-20, 334-22 상떼그린힐 101동 3층 301호"
서울특별시,서울 양천구,"서울 양천구 목동 643-10, 643-11, 643-12 올라루즈 3층 302호",다세대주택,경매등매입형,28.54,"208,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023187170,"https://map.naver.com/p/search/서울 양천구 목동 643-10, 643-11, 643-12 올라루즈 3층 302호"
경기도,경기 부천시 오정구,경기 부천시 오정구 고강동 410-5 빌라드본동 B동 3층 301호,다세대주택,경매등매입형,79.3,"208,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023029235,https://map.naver.com/p/search/경기 부천시 오정구 고강동 410-5 빌라드본동 B동 3층 301호
경기도,경기 부천시 원미구,경기 부천시 원미구 심곡동 138-2 트윈캐슬 4층 에이404호,오피스텔(주거용),경매등매입형,70.64,"208,800,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022330647,https://map.naver.com/p/search/경기 부천시 원미구 심곡동 138-2 트윈캐슬 4층 에이404호
서울특별시,서울 강서구,서울 강서구 염창동 65 진영리버타운 7층 705호,오피스텔(주거용),경매등매입형,32.93,"209,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023035430,https://map.naver.com/p/search/서울 강서구 염창동 65 진영리버타운 7층 705호
서울특별시,서울 금천구,서울 금천구 가산동 140-23 몽삐에뜨6차 7층 701호,오피스텔(주거용),경매등매입형,28.67,"209,700,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023275300,https://map.naver.com/p/search/서울 금천구 가산동 140-23 몽삐에뜨6차 7층 701호
서울특별시,서울 강서구,서울 강서구 등촌동 637-19 라빌라스 103동 4층 404호,오피스텔(주거용),경매등매입형,29.91,"210,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023430181,https://map.naver.com/p/search/서울 강서구 등촌동 637-19 라빌라스 103동 4층 404호
서울특별시,서울 강서구,서울 강서구 등촌동 637-19 라빌라스 101동 4층 402호,오피스텔(주거용),경매등매입형,29.99,"210,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022367225,https://map.naver.com/p/search/서울 강서구 등촌동 637-19 라빌라스 101동 4층 402호
서울특별시,서울 금천구,"서울 금천구 독산동 1044-3, 1044-4 골드마운틴 6층 604호",오피스텔(주거용),경매등매입형,39.6,"210,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024150985,"https://map.naver.com/p/search/서울 금천구 독산동 1044-3, 1044-4 골드마운틴 6층 604호"
서울특별시,서울 양천구,서울 양천구 신월동 94-10 큐브투 5층 503호,다세대주택,경매등매입형,28.7,"210,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2024007700,https://map.naver.com/p/search/서울 양천구 신월동 94-10 큐브투 5층 503호
경기도,경기 부천시 원미구,경기 부천시 소사구 소사본동 96-21 더원스테이트 14층 1401호,오피스텔(주거용),경매등매입형,66.19,"210,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023161468,https://map.naver.com/p/search/경기 부천시 소사구 소사본동 96-21 더원스테이트 14층 1401호
경기도,경기 부천시 원미구,경기 부천시 원미구 약대동 149-2 그랜드캐슬 B동 2층 202호,다세대주택,경매등매입형,56.5,"210,600,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022388554,https://map.naver.com/p/search/경기 부천시 원미구 약대동 149-2 그랜드캐슬 B동 2층 202호
경기도,경기 부천시 오정구,"경기 부천시 오정구 원종동 348-21, 380-1아름채 5층 502호",다세대주택,경매등매입형,64.238,"211,500,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022382684,"https://map.naver.com/p/search/경기 부천시 오정구 원종동 348-21, 380-1아름채 5층 502호"
서울특별시,서울 강서구,서울 강서구 염창동 65 진영리버타운 8층 805호,오피스텔(주거용),경매등매입형,32.93,"212,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023035422,https://map.naver.com/p/search/서울 강서구 염창동 65 진영리버타운 8층 805호
서울특별시,서울 강서구,"서울 강서구 화곡동 993-8 ,993-9,993-35 미가채 다복동 2층 201호",다세대주택,경매등매입형,54.98,"212,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023262988,"https://map.naver.com/p/search/서울 강서구 화곡동 993-8 ,993-9,993-35 미가채 다복동 2층 201호"
서울특별시,서울 금천구,서울 금천구 가산동 140-23 몽삐에뜨6차 10층 1001호,오피스텔(주거용),경매등매입형,28.67,"212,400,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023340487,https://map.naver.com/p/search/서울 금천구 가산동 140-23 몽삐에뜨6차 10층 1001호
서울특별시,서울 강서구,"서울 강서구 화곡동 424-100, 424-147, 424-159 비에스하우징2 7층 702호",다세대주택,경매등매입형,36.38,"213,300,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2022204234,"https://map.naver.com/p/search/서울 강서구 화곡동 424-100, 424-147, 424-159 비에스하우징2 7층 702호"
서울특별시,서울 강서구,"서울 강서구 방화동 247-158, 247-161 동원아트빌 6층 602호",다세대주택,경매등매입형,29.92,"214,200,000",https://www.khug.or.kr/jeonse/web/s07/s070103.jsp?dt=20250625&no=2023118658,"https://map.naver.com/p/search/서울 강서구 방화동 247-158, 247-161 동원아트빌 6층 602호"
